,title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,original_df,kmean_cluster,db_cluster
842,Losing U,Amerie,2L4LXKIiRQt6VaHa6t9KFf,0.869,0.677,6.0,-5.028,1.0,0.0405,0.0906,0.000912,0.167,0.917,120.018,audio_features,2L4LXKIiRQt6VaHa6t9KFf,spotify:track:2L4LXKIiRQt6VaHa6t9KFf,https://api.spotify.com/v1/tracks/2L4LXKIiRQt6VaHa6t9KFf,https://api.spotify.com/v1/audio-analysis/2L4LXKIiRQt6VaHa6t9KFf,207027.0,4.0,not_hot,3,0
843,Take Me Round Again,Luke Slater,5PHfjvPV39G7LlKvzDdfyE,0.465,0.99,4.0,-2.728,0.0,0.0412,4.78e-06,0.949,0.772,0.882,135.992,audio_features,5PHfjvPV39G7LlKvzDdfyE,spotify:track:5PHfjvPV39G7LlKvzDdfyE,https://api.spotify.com/v1/tracks/5PHfjvPV39G7LlKvzDdfyE,https://api.spotify.com/v1/audio-analysis/5PHfjvPV39G7LlKvzDdfyE,224707.0,4.0,not_hot,11,0
844,Saxophone Calypso,Lisa Papineau,4XtqqCkw4GHDzZruyhCjez,0.634,0.45,11.0,-12.44,1.0,0.0589,0.364,0.58,0.118,0.21,76.997,audio_features,4XtqqCkw4GHDzZruyhCjez,spotify:track:4XtqqCkw4GHDzZruyhCjez,https://api.spotify.com/v1/tracks/4XtqqCkw4GHDzZruyhCjez,https://api.spotify.com/v1/audio-analysis/4XtqqCkw4GHDzZruyhCjez,223253.0,4.0,not_hot,10,0
845,Whole New World,Måns Zelmerlöw,7JL9nN048vT6ZMu8J3Qmvj,0.68,0.7,5.0,-4.536,1.0,0.032,0.0212,0.0,0.0939,0.511,119.998,audio_features,7JL9nN048vT6ZMu8J3Qmvj,spotify:track:7JL9nN048vT6ZMu8J3Qmvj,https://api.spotify.com/v1/tracks/7JL9nN048vT6ZMu8J3Qmvj,https://api.spotify.com/v1/audio-analysis/7JL9nN048vT6ZMu8J3Qmvj,223920.0,4.0,not_hot,3,0
846,The Gush Of Boasts,Moss,1lWeGyIsoBdIQncbadaPgt,0.785,0.56,11.0,-12.237,0.0,0.0495,0.625,0.753,0.101,0.863,122.435,audio_features,1lWeGyIsoBdIQncbadaPgt,spotify:track:1lWeGyIsoBdIQncbadaPgt,https://api.spotify.com/v1/tracks/1lWeGyIsoBdIQncbadaPgt,https://api.spotify.com/v1/audio-analysis/1lWeGyIsoBdIQncbadaPgt,335947.0,4.0,not_hot,10,0
847,Bewitched (Live),CANDLEMASS,1ydWj2l9QDb8Qz3QFYUFx8,0.236,0.828,8.0,-8.597,0.0,0.0548,0.00823,0.000335,0.531,0.26,81.443,audio_features,1ydWj2l9QDb8Qz3QFYUFx8,spotify:track:1ydWj2l9QDb8Qz3QFYUFx8,https://api.spotify.com/v1/tracks/1ydWj2l9QDb8Qz3QFYUFx8,https://api.spotify.com/v1/audio-analysis/1ydWj2l9QDb8Qz3QFYUFx8,384080.0,4.0,not_hot,1,0
848,Better In The Dark,Rogue Traders,67vBJjLw1rhoXKSneqxhuO,0.734,0.387,2.0,-7.884,1.0,0.0542,0.00104,0.0101,0.0619,0.224,127.979,audio_features,67vBJjLw1rhoXKSneqxhuO,spotify:track:67vBJjLw1rhoXKSneqxhuO,https://api.spotify.com/v1/tracks/67vBJjLw1rhoXKSneqxhuO,https://api.spotify.com/v1/audio-analysis/67vBJjLw1rhoXKSneqxhuO,231560.0,4.0,not_hot,1,0
850,Take Your time,Gerald Albright,5jBWsgS5G26MC0cP79aYAJ,0.807,0.77,5.0,-8.06,1.0,0.0804,0.0801,0.387,0.326,0.851,150.034,audio_features,5jBWsgS5G26MC0cP79aYAJ,spotify:track:5jBWsgS5G26MC0cP79aYAJ,https://api.spotify.com/v1/tracks/5jBWsgS5G26MC0cP79aYAJ,https://api.spotify.com/v1/audio-analysis/5jBWsgS5G26MC0cP79aYAJ,275973.0,4.0,not_hot,5,0
851,Satisfecha,Gloria Trevi,67ErbrU4DQpUo8cHZfZUAO,0.855,0.49,9.0,-13.257,0.0,0.0787,0.0159,0.0347,0.119,0.763,136.1,audio_features,67ErbrU4DQpUo8cHZfZUAO,spotify:track:67ErbrU4DQpUo8cHZfZUAO,https://api.spotify.com/v1/tracks/67ErbrU4DQpUo8cHZfZUAO,https://api.spotify.com/v1/audio-analysis/67ErbrU4DQpUo8cHZfZUAO,280733.0,4.0,not_hot,3,0
852,Je me sens bien,Chiens De Paille,58tcLwT93iSNiTa1yWfcse,0.581,0.762,1.0,-7.687,0.0,0.243,0.0498,0.0,0.0568,0.744,131.167,audio_features,58tcLwT93iSNiTa1yWfcse,spotify:track:58tcLwT93iSNiTa1yWfcse,https://api.spotify.com/v1/tracks/58tcLwT93iSNiTa1yWfcse,https://api.spotify.com/v1/audio-analysis/58tcLwT93iSNiTa1yWfcse,258267.0,3.0,not_hot,8,0
853,If I Ruled The World,Regina Belle,0Oem3xfZWW2vVAW2yeF0Oa,0.567,0.32,0.0,-9.247,1.0,0.0788,0.701,4.42e-06,0.321,0.177,137.79,audio_features,0Oem3xfZWW2vVAW2yeF0Oa,spotify:track:0Oem3xfZWW2vVAW2yeF0Oa,https://api.spotify.com/v1/tracks/0Oem3xfZWW2vVAW2yeF0Oa,https://api.spotify.com/v1/audio-analysis/0Oem3xfZWW2vVAW2yeF0Oa,274840.0,4.0,not_hot,0,0
855,Amber Waves,Govi,4hyfa9mY5i6PxhdAiIO9WE,0.554,0.374,9.0,-10.822,0.0,0.0299,0.621,0.33,0.0523,0.14,132.143,audio_features,4hyfa9mY5i6PxhdAiIO9WE,spotify:track:4hyfa9mY5i6PxhdAiIO9WE,https://api.spotify.com/v1/tracks/4hyfa9mY5i6PxhdAiIO9WE,https://api.spotify.com/v1/audio-analysis/4hyfa9mY5i6PxhdAiIO9WE,210627.0,4.0,not_hot,0,0
856,Life Without You,Submersed,1dddknElxm7IuuHUHFiGGP,0.274,0.957,3.0,-3.67,0.0,0.304,0.00176,0.000178,0.106,0.247,172.11,audio_features,1dddknElxm7IuuHUHFiGGP,spotify:track:1dddknElxm7IuuHUHFiGGP,https://api.spotify.com/v1/tracks/1dddknElxm7IuuHUHFiGGP,https://api.spotify.com/v1/audio-analysis/1dddknElxm7IuuHUHFiGGP,202080.0,3.0,not_hot,13,1
857,Behold These Days (Berlin '74),Jazzanova,4GWt1uxCayhTBrPAKmncA7,0.3,0.659,5.0,-7.787,0.0,0.0389,0.0834,0.92,0.104,0.567,85.982,audio_features,4GWt1uxCayhTBrPAKmncA7,spotify:track:4GWt1uxCayhTBrPAKmncA7,https://api.spotify.com/v1/tracks/4GWt1uxCayhTBrPAKmncA7,https://api.spotify.com/v1/audio-analysis/4GWt1uxCayhTBrPAKmncA7,238600.0,4.0,not_hot,12,0
858,Tiny Spark,Brendan Benson,1b7wetkgd3AzltSWGVehAc,0.575,0.81,7.0,-6.114,1.0,0.0317,0.0475,0.00846,0.112,0.492,115.241,audio_features,1b7wetkgd3AzltSWGVehAc,spotify:track:1b7wetkgd3AzltSWGVehAc,https://api.spotify.com/v1/tracks/1b7wetkgd3AzltSWGVehAc,https://api.spotify.com/v1/audio-analysis/1b7wetkgd3AzltSWGVehAc,193747.0,4.0,not_hot,1,0
859,Roads Under Ramallah,Sultan & Ned Shepard,3NzkN8NzR0Pjvh2lWkasfI,0.78,0.751,8.0,-7.972,1.0,0.0624,1.75e-05,0.111,0.0967,0.419,126.0,audio_features,3NzkN8NzR0Pjvh2lWkasfI,spotify:track:3NzkN8NzR0Pjvh2lWkasfI,https://api.spotify.com/v1/tracks/3NzkN8NzR0Pjvh2lWkasfI,https://api.spotify.com/v1/audio-analysis/3NzkN8NzR0Pjvh2lWkasfI,549572.0,4.0,not_hot,3,0
860,Being Me,Kendra Shank,7e2ayGxe7AwvEC5vmY6lfg,0.426,0.0616,6.0,-16.549,1.0,0.0369,0.909,0.000327,0.322,0.314,97.907,audio_features,7e2ayGxe7AwvEC5vmY6lfg,spotify:track:7e2ayGxe7AwvEC5vmY6lfg,https://api.spotify.com/v1/tracks/7e2ayGxe7AwvEC5vmY6lfg,https://api.spotify.com/v1/audio-analysis/7e2ayGxe7AwvEC5vmY6lfg,338640.0,4.0,not_hot,7,0
861,The Least I Can Do,Smokie Norful,3RBYX7kDDLCSj8aYQ0SGUZ,0.354,0.522,5.0,-6.617,0.0,0.0391,0.138,0.0,0.244,0.2,117.497,audio_features,3RBYX7kDDLCSj8aYQ0SGUZ,spotify:track:3RBYX7kDDLCSj8aYQ0SGUZ,https://api.spotify.com/v1/tracks/3RBYX7kDDLCSj8aYQ0SGUZ,https://api.spotify.com/v1/audio-analysis/3RBYX7kDDLCSj8aYQ0SGUZ,361720.0,4.0,not_hot,1,0
862,Find Our Way To Freedom,The Dears,0gaipJi2aEVJUpIeGUkdkE,0.504,0.683,2.0,-6.328,1.0,0.0404,0.396,0.085,0.25,0.585,142.167,audio_features,0gaipJi2aEVJUpIeGUkdkE,spotify:track:0gaipJi2aEVJUpIeGUkdkE,https://api.spotify.com/v1/tracks/0gaipJi2aEVJUpIeGUkdkE,https://api.spotify.com/v1/audio-analysis/0gaipJi2aEVJUpIeGUkdkE,269027.0,4.0,not_hot,5,0
863,Funkydrama,Word,0GlPcwM7LyklELmrGotJWu,0.67,0.833,10.0,-3.492,0.0,0.265,0.158,0.0,0.0687,0.638,96.223,audio_features,0GlPcwM7LyklELmrGotJWu,spotify:track:0GlPcwM7LyklELmrGotJWu,https://api.spotify.com/v1/tracks/0GlPcwM7LyklELmrGotJWu,https://api.spotify.com/v1/audio-analysis/0GlPcwM7LyklELmrGotJWu,240147.0,4.0,not_hot,8,0
865,Jump Up,Dada,2X76bj9zELF7sjvB8lDdcw,0.921,0.932,11.0,-3.771,1.0,0.0602,0.249,2.49e-05,0.312,0.968,116.003,audio_features,2X76bj9zELF7sjvB8lDdcw,spotify:track:2X76bj9zELF7sjvB8lDdcw,https://api.spotify.com/v1/tracks/2X76bj9zELF7sjvB8lDdcw,https://api.spotify.com/v1/audio-analysis/2X76bj9zELF7sjvB8lDdcw,216764.0,4.0,not_hot,3,0
867,Razredne cure,Srebrna Krila,3Pb9UaGeiT4QkRmpCMZ7xT,0.609,0.807,0.0,-7.669,1.0,0.0686,0.212,1.09e-06,0.194,0.696,163.913,audio_features,3Pb9UaGeiT4QkRmpCMZ7xT,spotify:track:3Pb9UaGeiT4QkRmpCMZ7xT,https://api.spotify.com/v1/tracks/3Pb9UaGeiT4QkRmpCMZ7xT,https://api.spotify.com/v1/audio-analysis/3Pb9UaGeiT4QkRmpCMZ7xT,173427.0,4.0,not_hot,5,3
868,Distance,Norma Winstone_ Glauco Venier_ Klaus Gesing,29aIorbfHYSl0I83HrMoXC,0.266,0.0287,10.0,-19.669,0.0,0.036,0.979,1.33e-05,0.101,0.111,78.748,audio_features,29aIorbfHYSl0I83HrMoXC,spotify:track:29aIorbfHYSl0I83HrMoXC,https://api.spotify.com/v1/tracks/29aIorbfHYSl0I83HrMoXC,https://api.spotify.com/v1/audio-analysis/29aIorbfHYSl0I83HrMoXC,342147.0,3.0,not_hot,4,-1
869,Billy Jones Is Dead,MJ Hibbett & the Validators,63KgBjFsgiZrVZxwQz5acz,0.332,0.687,0.0,-5.494,1.0,0.0462,0.00662,0.0,0.101,0.659,167.992,audio_features,63KgBjFsgiZrVZxwQz5acz,spotify:track:63KgBjFsgiZrVZxwQz5acz,https://api.spotify.com/v1/tracks/63KgBjFsgiZrVZxwQz5acz,https://api.spotify.com/v1/audio-analysis/63KgBjFsgiZrVZxwQz5acz,169307.0,4.0,not_hot,13,1
871,Hallelujah (Lamb Favorites Album Version),Lamb,11grRC5FcFdMrj3b5cgnln,0.585,0.129,7.0,-23.562,1.0,0.0504,0.724,0.0,0.0886,0.487,120.204,audio_features,11grRC5FcFdMrj3b5cgnln,spotify:track:11grRC5FcFdMrj3b5cgnln,https://api.spotify.com/v1/tracks/11grRC5FcFdMrj3b5cgnln,https://api.spotify.com/v1/audio-analysis/11grRC5FcFdMrj3b5cgnln,217040.0,4.0,not_hot,0,-1
872,Hold Me,K.T. Oslin,6Xlqy1VCjzf2tB1Vc7YBBr,0.581,0.358,0.0,-9.675,1.0,0.0236,0.294,2.43e-06,0.204,0.251,88.11,audio_features,6Xlqy1VCjzf2tB1Vc7YBBr,spotify:track:6Xlqy1VCjzf2tB1Vc7YBBr,https://api.spotify.com/v1/tracks/6Xlqy1VCjzf2tB1Vc7YBBr,https://api.spotify.com/v1/audio-analysis/6Xlqy1VCjzf2tB1Vc7YBBr,301160.0,4.0,not_hot,7,0
873,Barrio San Miguel,Gino D'Auri,0SgKzwDrWSVrg3nIBCQdnK,0.4,0.94,5.0,-9.31,0.0,0.0428,0.64,0.834,0.0524,0.809,127.516,audio_features,0SgKzwDrWSVrg3nIBCQdnK,spotify:track:0SgKzwDrWSVrg3nIBCQdnK,https://api.spotify.com/v1/tracks/0SgKzwDrWSVrg3nIBCQdnK,https://api.spotify.com/v1/audio-analysis/0SgKzwDrWSVrg3nIBCQdnK,289360.0,3.0,not_hot,6,0
874,Police State,Dead Prez,6tixmCEaH6ZH6k1MXxDB4J,0.638,0.789,10.0,-7.29,0.0,0.326,0.559,1.31e-06,0.403,0.563,90.113,audio_features,6tixmCEaH6ZH6k1MXxDB4J,spotify:track:6tixmCEaH6ZH6k1MXxDB4J,https://api.spotify.com/v1/tracks/6tixmCEaH6ZH6k1MXxDB4J,https://api.spotify.com/v1/audio-analysis/6tixmCEaH6ZH6k1MXxDB4J,220200.0,4.0,not_hot,8,0
875,Every Last Thing,Circle II Circle,4HWRDHZ2gqPYZszg8euthQ,0.456,0.862,0.0,-4.643,0.0,0.047,0.0198,0.0,0.135,0.155,119.852,audio_features,4HWRDHZ2gqPYZszg8euthQ,spotify:track:4HWRDHZ2gqPYZszg8euthQ,https://api.spotify.com/v1/tracks/4HWRDHZ2gqPYZszg8euthQ,https://api.spotify.com/v1/audio-analysis/4HWRDHZ2gqPYZszg8euthQ,442707.0,4.0,not_hot,1,0
876,Flor Do Cafezal,Nestor Da Viola,2DZQi8H45Q18UO6BYNjIhj,0.541,0.63,7.0,-9.993,0.0,0.0317,0.861,0.952,0.13,0.552,123.028,audio_features,2DZQi8H45Q18UO6BYNjIhj,spotify:track:2DZQi8H45Q18UO6BYNjIhj,https://api.spotify.com/v1/tracks/2DZQi8H45Q18UO6BYNjIhj,https://api.spotify.com/v1/audio-analysis/2DZQi8H45Q18UO6BYNjIhj,215093.0,4.0,not_hot,10,0
877,For The Ladies Interlude,Jimmy Roses,23F3ZhDFpymXwloqZcOVsp,0.715,0.126,11.0,-21.143,0.0,0.936,0.991,0.0,0.081,0.788,129.044,audio_features,23F3ZhDFpymXwloqZcOVsp,spotify:track:23F3ZhDFpymXwloqZcOVsp,https://api.spotify.com/v1/tracks/23F3ZhDFpymXwloqZcOVsp,https://api.spotify.com/v1/audio-analysis/23F3ZhDFpymXwloqZcOVsp,23707.0,3.0,not_hot,9,-1
878,Eight7`,Marumari,2xdzheGVbRz29tJLZThImb,0.273,0.917,9.0,-8.093,0.0,0.906,0.0269,0.113,0.174,0.171,137.4,audio_features,2xdzheGVbRz29tJLZThImb,spotify:track:2xdzheGVbRz29tJLZThImb,https://api.spotify.com/v1/tracks/2xdzheGVbRz29tJLZThImb,https://api.spotify.com/v1/audio-analysis/2xdzheGVbRz29tJLZThImb,233933.0,4.0,not_hot,9,0
879,U.S.A. (Cajun French) (World),Louie Cart,0sZHNSMufBCqR4SG4ClaYN,0.64,0.119,9.0,-17.776,1.0,0.129,0.973,0.000765,0.147,0.43,97.115,audio_features,0sZHNSMufBCqR4SG4ClaYN,spotify:track:0sZHNSMufBCqR4SG4ClaYN,https://api.spotify.com/v1/tracks/0sZHNSMufBCqR4SG4ClaYN,https://api.spotify.com/v1/audio-analysis/0sZHNSMufBCqR4SG4ClaYN,77800.0,3.0,not_hot,7,-1
881,The Magic Of The Music (Original Mix),Kluster,1RDm2x1ieETEiGCgvqmTPi,0.76,0.841,4.0,-8.866,1.0,0.0462,0.018,0.331,0.0777,0.979,126.351,audio_features,1RDm2x1ieETEiGCgvqmTPi,spotify:track:1RDm2x1ieETEiGCgvqmTPi,https://api.spotify.com/v1/tracks/1RDm2x1ieETEiGCgvqmTPi,https://api.spotify.com/v1/audio-analysis/1RDm2x1ieETEiGCgvqmTPi,309533.0,4.0,not_hot,3,0
882,Words,The Jordanaires,2iWzDO3jBdSKYzqvnrOibT,0.38,0.0608,2.0,-19.681,1.0,0.0308,0.865,0.4,0.117,0.207,78.817,audio_features,2iWzDO3jBdSKYzqvnrOibT,spotify:track:2iWzDO3jBdSKYzqvnrOibT,https://api.spotify.com/v1/tracks/2iWzDO3jBdSKYzqvnrOibT,https://api.spotify.com/v1/audio-analysis/2iWzDO3jBdSKYzqvnrOibT,170229.0,4.0,not_hot,4,-1
883,Limelight,Rush,0K6yUnIKNsFtfIpTgGtcHm,0.581,0.854,1.0,-8.485,0.0,0.0428,0.00197,0.0013,0.111,0.788,131.18,audio_features,0K6yUnIKNsFtfIpTgGtcHm,spotify:track:0K6yUnIKNsFtfIpTgGtcHm,https://api.spotify.com/v1/tracks/0K6yUnIKNsFtfIpTgGtcHm,https://api.spotify.com/v1/audio-analysis/0K6yUnIKNsFtfIpTgGtcHm,259840.0,4.0,not_hot,5,0
885,The Feeding Circle,Makaton,1DDs8mhi8iGJ9kXE05IQ6L,0.768,0.945,4.0,-7.512,0.0,0.0557,0.000341,0.891,0.114,0.0772,140.016,audio_features,1DDs8mhi8iGJ9kXE05IQ6L,spotify:track:1DDs8mhi8iGJ9kXE05IQ6L,https://api.spotify.com/v1/tracks/1DDs8mhi8iGJ9kXE05IQ6L,https://api.spotify.com/v1/audio-analysis/1DDs8mhi8iGJ9kXE05IQ6L,309907.0,4.0,not_hot,6,0
886,My Work Is So Behind,The Residents,4JaObKtvFbLQXQ0Cxv4aIr,0.751,0.394,11.0,-11.997,1.0,0.0649,0.37,4.91e-06,0.246,0.178,98.661,audio_features,4JaObKtvFbLQXQ0Cxv4aIr,spotify:track:4JaObKtvFbLQXQ0Cxv4aIr,https://api.spotify.com/v1/tracks/4JaObKtvFbLQXQ0Cxv4aIr,https://api.spotify.com/v1/audio-analysis/4JaObKtvFbLQXQ0Cxv4aIr,67680.0,4.0,not_hot,7,0
887,Something Better,Lost Immigrants,6GrqM2fGaou3oVj97HhNQj,0.424,0.529,7.0,-7.937,1.0,0.0278,0.352,0.0,0.303,0.234,168.362,audio_features,6GrqM2fGaou3oVj97HhNQj,spotify:track:6GrqM2fGaou3oVj97HhNQj,https://api.spotify.com/v1/tracks/6GrqM2fGaou3oVj97HhNQj,https://api.spotify.com/v1/audio-analysis/6GrqM2fGaou3oVj97HhNQj,235227.0,4.0,not_hot,13,1
888,Stand Behind Me,Carole King,2vAhTyIJP5LessHhtVyEuI,0.622,0.21,8.0,-15.337,1.0,0.0326,0.862,0.00041,0.0937,0.463,115.226,audio_features,2vAhTyIJP5LessHhtVyEuI,spotify:track:2vAhTyIJP5LessHhtVyEuI,https://api.spotify.com/v1/tracks/2vAhTyIJP5LessHhtVyEuI,https://api.spotify.com/v1/audio-analysis/2vAhTyIJP5LessHhtVyEuI,148893.0,4.0,not_hot,7,-1
889,Just me in the Attic,Manix,51ygmgBtxMO4KkhFbwpM1F,0.673,0.59,6.0,-15.695,0.0,0.0542,0.0399,0.832,0.245,0.716,153.992,audio_features,51ygmgBtxMO4KkhFbwpM1F,spotify:track:51ygmgBtxMO4KkhFbwpM1F,https://api.spotify.com/v1/tracks/51ygmgBtxMO4KkhFbwpM1F,https://api.spotify.com/v1/audio-analysis/51ygmgBtxMO4KkhFbwpM1F,306996.0,4.0,not_hot,6,-1
890,Identität,Proceed,562et1Ihr9UbXikzcgB57T,0.67,0.71,2.0,-11.636,1.0,0.037,0.0251,0.253,0.0796,0.683,140.018,audio_features,562et1Ihr9UbXikzcgB57T,spotify:track:562et1Ihr9UbXikzcgB57T,https://api.spotify.com/v1/tracks/562et1Ihr9UbXikzcgB57T,https://api.spotify.com/v1/audio-analysis/562et1Ihr9UbXikzcgB57T,205413.0,4.0,not_hot,5,0
891,Robots Don't Cry,No More Kings,2vtWvygRy4XbPhVBZitJ9X,0.551,0.837,11.0,-3.967,0.0,0.0642,0.181,0.00295,0.0384,0.766,195.985,audio_features,2vtWvygRy4XbPhVBZitJ9X,spotify:track:2vtWvygRy4XbPhVBZitJ9X,https://api.spotify.com/v1/tracks/2vtWvygRy4XbPhVBZitJ9X,https://api.spotify.com/v1/audio-analysis/2vtWvygRy4XbPhVBZitJ9X,227720.0,4.0,not_hot,5,-1
892,Semen on the Mount,Arab On Radar,5q2JKfLyFBK75a5o581afK,0.361,0.831,5.0,-7.836,0.0,0.0588,0.131,0.0372,0.273,0.245,69.469,audio_features,5q2JKfLyFBK75a5o581afK,spotify:track:5q2JKfLyFBK75a5o581afK,https://api.spotify.com/v1/tracks/5q2JKfLyFBK75a5o581afK,https://api.spotify.com/v1/audio-analysis/5q2JKfLyFBK75a5o581afK,221613.0,4.0,not_hot,1,-1
895,Keeep Your Body Workin',Kleeer,3mpbHaSGfgML3nihZCeDGG,0.625,0.586,7.0,-13.887,1.0,0.0568,0.208,0.00118,0.297,0.877,125.741,audio_features,3mpbHaSGfgML3nihZCeDGG,spotify:track:3mpbHaSGfgML3nihZCeDGG,https://api.spotify.com/v1/tracks/3mpbHaSGfgML3nihZCeDGG,https://api.spotify.com/v1/audio-analysis/3mpbHaSGfgML3nihZCeDGG,319853.0,4.0,not_hot,3,0
896,Retention Yak,Eight Frozen Modules,4AltMeUxFE8VHWCnhF1ZeL,0.449,0.915,1.0,-8.62,1.0,0.538,0.172,0.324,0.351,0.185,111.156,audio_features,4AltMeUxFE8VHWCnhF1ZeL,spotify:track:4AltMeUxFE8VHWCnhF1ZeL,https://api.spotify.com/v1/tracks/4AltMeUxFE8VHWCnhF1ZeL,https://api.spotify.com/v1/audio-analysis/4AltMeUxFE8VHWCnhF1ZeL,232581.0,4.0,not_hot,8,0
897,You Try Somebody Else,Gordon MacRae,38mpkhvy3rXc4Uuigic2Vp,0.664,0.291,3.0,-10.599,1.0,0.0377,0.855,0.0,0.29,0.523,106.223,audio_features,38mpkhvy3rXc4Uuigic2Vp,spotify:track:38mpkhvy3rXc4Uuigic2Vp,https://api.spotify.com/v1/tracks/38mpkhvy3rXc4Uuigic2Vp,https://api.spotify.com/v1/audio-analysis/38mpkhvy3rXc4Uuigic2Vp,172067.0,4.0,not_hot,2,0
899,Many Tears Ago,Connie Francis,4tFENy9kf1zjzRn00eI0I3,0.684,0.491,3.0,-3.466,1.0,0.0294,0.792,0.0,0.261,0.86,127.125,audio_features,4tFENy9kf1zjzRn00eI0I3,spotify:track:4tFENy9kf1zjzRn00eI0I3,https://api.spotify.com/v1/tracks/4tFENy9kf1zjzRn00eI0I3,https://api.spotify.com/v1/audio-analysis/4tFENy9kf1zjzRn00eI0I3,114440.0,4.0,not_hot,2,0
900,Belastungstest,Mind Disruption,5EiYD8QybgUJolJgSEbkN5,0.378,0.925,0.0,-7.267,1.0,0.082,0.000119,0.816,0.0324,0.389,169.995,audio_features,5EiYD8QybgUJolJgSEbkN5,spotify:track:5EiYD8QybgUJolJgSEbkN5,https://api.spotify.com/v1/tracks/5EiYD8QybgUJolJgSEbkN5,https://api.spotify.com/v1/audio-analysis/5EiYD8QybgUJolJgSEbkN5,282027.0,4.0,not_hot,12,1
901,Teresa,Yahir,45pmGIWzECuQScBz26xyiB,0.631,0.665,9.0,-5.337,1.0,0.0293,0.648,0.0,0.123,0.319,130.027,audio_features,45pmGIWzECuQScBz26xyiB,spotify:track:45pmGIWzECuQScBz26xyiB,https://api.spotify.com/v1/tracks/45pmGIWzECuQScBz26xyiB,https://api.spotify.com/v1/audio-analysis/45pmGIWzECuQScBz26xyiB,290346.0,4.0,not_hot,1,0
902,Hello,Jan Wayne,2k53hhx2jkOxaMjZKEoOHW,0.756,0.892,1.0,-7.513,1.0,0.0933,7.11e-05,0.905,0.0516,0.39,129.999,audio_features,2k53hhx2jkOxaMjZKEoOHW,spotify:track:2k53hhx2jkOxaMjZKEoOHW,https://api.spotify.com/v1/tracks/2k53hhx2jkOxaMjZKEoOHW,https://api.spotify.com/v1/audio-analysis/2k53hhx2jkOxaMjZKEoOHW,360000.0,4.0,not_hot,6,0
903,Let All The World In Every Corner Sing,Massed Choirs Of Yorkshire,7jGE7ua7TZN1xk9YaWKy8k,0.225,0.277,7.0,-14.503,1.0,0.0387,0.989,0.761,0.204,0.267,123.478,audio_features,7jGE7ua7TZN1xk9YaWKy8k,spotify:track:7jGE7ua7TZN1xk9YaWKy8k,https://api.spotify.com/v1/tracks/7jGE7ua7TZN1xk9YaWKy8k,https://api.spotify.com/v1/audio-analysis/7jGE7ua7TZN1xk9YaWKy8k,97333.0,5.0,not_hot,4,0
904,An Cailín Gaelach,Maighread Ni Dhomhnaill,67PKPtryYFuDWOv6bD2orR,0.314,0.0796,2.0,-18.435,1.0,0.0324,0.937,0.000243,0.112,0.309,144.437,audio_features,67PKPtryYFuDWOv6bD2orR,spotify:track:67PKPtryYFuDWOv6bD2orR,https://api.spotify.com/v1/tracks/67PKPtryYFuDWOv6bD2orR,https://api.spotify.com/v1/audio-analysis/67PKPtryYFuDWOv6bD2orR,288067.0,4.0,not_hot,0,-1
905,Paint Your Windows White,Inner City Unit,1mOpTaEDGXZbvVrxcpWVSY,0.521,0.657,9.0,-9.311,1.0,0.0374,0.00252,4.22e-05,0.159,0.418,120.262,audio_features,1mOpTaEDGXZbvVrxcpWVSY,spotify:track:1mOpTaEDGXZbvVrxcpWVSY,https://api.spotify.com/v1/tracks/1mOpTaEDGXZbvVrxcpWVSY,https://api.spotify.com/v1/audio-analysis/1mOpTaEDGXZbvVrxcpWVSY,232827.0,4.0,not_hot,1,0
906,Amazing [Thin White Duke Main],Seal,54ltKqn3Isz39j5zEDM8lF,0.613,0.773,11.0,-5.612,0.0,0.0588,0.000193,0.0228,0.129,0.42,121.982,audio_features,54ltKqn3Isz39j5zEDM8lF,spotify:track:54ltKqn3Isz39j5zEDM8lF,https://api.spotify.com/v1/tracks/54ltKqn3Isz39j5zEDM8lF,https://api.spotify.com/v1/audio-analysis/54ltKqn3Isz39j5zEDM8lF,415480.0,4.0,not_hot,1,0
907,I Don't Know,Naked Raygun,21IKDUM7nCKhwW5Gd5DVWT,0.152,0.868,9.0,-11.255,0.0,0.0525,0.000245,0.8,0.169,0.369,190.327,audio_features,21IKDUM7nCKhwW5Gd5DVWT,spotify:track:21IKDUM7nCKhwW5Gd5DVWT,https://api.spotify.com/v1/tracks/21IKDUM7nCKhwW5Gd5DVWT,https://api.spotify.com/v1/audio-analysis/21IKDUM7nCKhwW5Gd5DVWT,209587.0,4.0,not_hot,12,-1
909,React Or Die,Butcher Boy,1ybnl67uasnw8xZLngZ5Wj,0.704,0.359,2.0,-7.555,1.0,0.0293,0.907,0.0532,0.156,0.391,107.237,audio_features,1ybnl67uasnw8xZLngZ5Wj,spotify:track:1ybnl67uasnw8xZLngZ5Wj,https://api.spotify.com/v1/tracks/1ybnl67uasnw8xZLngZ5Wj,https://api.spotify.com/v1/audio-analysis/1ybnl67uasnw8xZLngZ5Wj,100520.0,4.0,not_hot,2,0
