,title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,original_df,kmean_cluster,db_cluster
2668,Something Worth Living For,Shayne Ward,29gd6y3j5mPRiJELMKyPmD,0.618,0.54,2.0,-7.256,1.0,0.0269,0.357,0.0,0.103,0.507,94.036,audio_features,29gd6y3j5mPRiJELMKyPmD,spotify:track:29gd6y3j5mPRiJELMKyPmD,https://api.spotify.com/v1/tracks/29gd6y3j5mPRiJELMKyPmD,https://api.spotify.com/v1/audio-analysis/29gd6y3j5mPRiJELMKyPmD,244333.0,4.0,not_hot,3,0
2669,Quiero Estar Contigo,Gisselle,1p3dYe5dKu4jH8GMtDb1m0,0.793,0.958,0.0,-1.895,0.0,0.0563,0.445,1.35e-05,0.167,0.94,150.126,audio_features,1p3dYe5dKu4jH8GMtDb1m0,spotify:track:1p3dYe5dKu4jH8GMtDb1m0,https://api.spotify.com/v1/tracks/1p3dYe5dKu4jH8GMtDb1m0,https://api.spotify.com/v1/audio-analysis/1p3dYe5dKu4jH8GMtDb1m0,258920.0,4.0,not_hot,5,0
2670,Real Vilains (feat.Guttamouf_Lord Digga_Majik Most,Celph Titled,7KDJqU9DWQLAgiinuMayDH,0.768,0.61,5.0,-9.786,0.0,0.29,0.0219,0.0,0.378,0.76,98.508,audio_features,7KDJqU9DWQLAgiinuMayDH,spotify:track:7KDJqU9DWQLAgiinuMayDH,https://api.spotify.com/v1/tracks/7KDJqU9DWQLAgiinuMayDH,https://api.spotify.com/v1/audio-analysis/7KDJqU9DWQLAgiinuMayDH,230227.0,4.0,not_hot,8,0
2671,Racer-X,Japandroids,4Hdv1vHDToe8aLnlKtHEmj,0.5,0.681,2.0,-6.386,1.0,0.078,0.000164,0.133,0.0764,0.337,90.582,audio_features,4Hdv1vHDToe8aLnlKtHEmj,spotify:track:4Hdv1vHDToe8aLnlKtHEmj,https://api.spotify.com/v1/tracks/4Hdv1vHDToe8aLnlKtHEmj,https://api.spotify.com/v1/audio-analysis/4Hdv1vHDToe8aLnlKtHEmj,196160.0,4.0,not_hot,1,0
2672,Keep Movin,DJ Omega,1YYlKxbLB2smEBlg46d6ig,0.848,0.569,11.0,-13.859,0.0,0.142,0.0014,0.266,0.0842,0.964,159.989,audio_features,1YYlKxbLB2smEBlg46d6ig,spotify:track:1YYlKxbLB2smEBlg46d6ig,https://api.spotify.com/v1/tracks/1YYlKxbLB2smEBlg46d6ig,https://api.spotify.com/v1/audio-analysis/1YYlKxbLB2smEBlg46d6ig,201507.0,4.0,not_hot,5,-1
2673,Ryne From Katrina,Green Lantern,0p0b7OOhFXV7hO7R09DiOt,0.496,0.739,11.0,-6.039,0.0,0.324,0.181,0.0,0.35,0.618,144.079,audio_features,0p0b7OOhFXV7hO7R09DiOt,spotify:track:0p0b7OOhFXV7hO7R09DiOt,https://api.spotify.com/v1/tracks/0p0b7OOhFXV7hO7R09DiOt,https://api.spotify.com/v1/audio-analysis/0p0b7OOhFXV7hO7R09DiOt,185933.0,4.0,not_hot,8,0
2674,Decoration Day,Billy Boy Arnold,1t8K6Urtfdv6wAtwqlzOyF,0.643,0.463,0.0,-7.981,1.0,0.0577,0.776,0.00283,0.0824,0.731,112.787,audio_features,1t8K6Urtfdv6wAtwqlzOyF,spotify:track:1t8K6Urtfdv6wAtwqlzOyF,https://api.spotify.com/v1/tracks/1t8K6Urtfdv6wAtwqlzOyF,https://api.spotify.com/v1/audio-analysis/1t8K6Urtfdv6wAtwqlzOyF,344907.0,1.0,not_hot,2,0
2676,La Flor Más Bella,Memphis La Blusera,2XTVsbAnuVs3Q0HkJaTZBH,0.728,0.709,9.0,-6.041,1.0,0.0262,0.154,0.0,0.303,0.827,112.42,audio_features,2XTVsbAnuVs3Q0HkJaTZBH,spotify:track:2XTVsbAnuVs3Q0HkJaTZBH,https://api.spotify.com/v1/tracks/2XTVsbAnuVs3Q0HkJaTZBH,https://api.spotify.com/v1/audio-analysis/2XTVsbAnuVs3Q0HkJaTZBH,216600.0,4.0,not_hot,3,0
2677,Starface,White Zombie,4TrX6zuhWXSDKOQczUC5um,0.646,0.847,1.0,-10.359,0.0,0.0409,1.52e-05,0.404,0.266,0.637,120.609,audio_features,4TrX6zuhWXSDKOQczUC5um,spotify:track:4TrX6zuhWXSDKOQczUC5um,https://api.spotify.com/v1/tracks/4TrX6zuhWXSDKOQczUC5um,https://api.spotify.com/v1/audio-analysis/4TrX6zuhWXSDKOQczUC5um,302573.0,4.0,not_hot,6,0
2679,Multiple Disorder,Filteria,42vdvOaRdGzG88r6cKu2z2,0.536,0.956,0.0,-7.701,1.0,0.0504,0.000895,0.771,0.421,0.552,144.009,audio_features,42vdvOaRdGzG88r6cKu2z2,spotify:track:42vdvOaRdGzG88r6cKu2z2,https://api.spotify.com/v1/tracks/42vdvOaRdGzG88r6cKu2z2,https://api.spotify.com/v1/audio-analysis/42vdvOaRdGzG88r6cKu2z2,510000.0,4.0,not_hot,12,0
2680,The Future Is X-Rated,Matthew Good Band,6DybqYvYS5MgBWhMsTHXne,0.336,0.821,6.0,-7.252,1.0,0.0584,0.0145,0.0,0.0697,0.326,127.504,audio_features,6DybqYvYS5MgBWhMsTHXne,spotify:track:6DybqYvYS5MgBWhMsTHXne,https://api.spotify.com/v1/tracks/6DybqYvYS5MgBWhMsTHXne,https://api.spotify.com/v1/audio-analysis/6DybqYvYS5MgBWhMsTHXne,227467.0,4.0,not_hot,1,0
2681,Space Floating,Space Buddha,4otc1I5H2lDpeqxndIs24f,0.6,0.879,4.0,-12.036,0.0,0.0408,0.00104,0.692,0.072,0.342,142.081,audio_features,4otc1I5H2lDpeqxndIs24f,spotify:track:4otc1I5H2lDpeqxndIs24f,https://api.spotify.com/v1/tracks/4otc1I5H2lDpeqxndIs24f,https://api.spotify.com/v1/audio-analysis/4otc1I5H2lDpeqxndIs24f,487760.0,4.0,not_hot,6,0
2682,Cover Girl (One... Two... Drew G's Coming for You),Rupaul,3kfnaxf4qIbGvcNkl79tJd,0.745,0.735,4.0,-10.344,0.0,0.0355,0.00461,0.62,0.0632,0.615,128.017,audio_features,3kfnaxf4qIbGvcNkl79tJd,spotify:track:3kfnaxf4qIbGvcNkl79tJd,https://api.spotify.com/v1/tracks/3kfnaxf4qIbGvcNkl79tJd,https://api.spotify.com/v1/audio-analysis/3kfnaxf4qIbGvcNkl79tJd,413107.0,4.0,not_hot,6,0
2683,Hara Groove,Gee,0zO2uY1lTRSRpSFL6hUuz1,0.862,0.81,9.0,-6.646,0.0,0.068,0.0199,0.00484,0.0619,0.789,120.002,audio_features,0zO2uY1lTRSRpSFL6hUuz1,spotify:track:0zO2uY1lTRSRpSFL6hUuz1,https://api.spotify.com/v1/tracks/0zO2uY1lTRSRpSFL6hUuz1,https://api.spotify.com/v1/audio-analysis/0zO2uY1lTRSRpSFL6hUuz1,480375.0,4.0,not_hot,3,0
2684,La Gloria Eres Tu,Estela Nuñez,2ILDD4OpwdJTZUfTTavwwT,0.397,0.266,10.0,-11.325,1.0,0.0286,0.965,4.39e-06,0.218,0.402,102.47,audio_features,2ILDD4OpwdJTZUfTTavwwT,spotify:track:2ILDD4OpwdJTZUfTTavwwT,https://api.spotify.com/v1/tracks/2ILDD4OpwdJTZUfTTavwwT,https://api.spotify.com/v1/audio-analysis/2ILDD4OpwdJTZUfTTavwwT,184693.0,3.0,not_hot,7,0
2686,Full House,Wes Montgomery,1uvSm8fz9F8Jk8kzdQpgyw,0.506,0.448,5.0,-14.237,0.0,0.0554,0.661,0.173,0.74,0.824,182.161,audio_features,1uvSm8fz9F8Jk8kzdQpgyw,spotify:track:1uvSm8fz9F8Jk8kzdQpgyw,https://api.spotify.com/v1/tracks/1uvSm8fz9F8Jk8kzdQpgyw,https://api.spotify.com/v1/audio-analysis/1uvSm8fz9F8Jk8kzdQpgyw,556080.0,3.0,not_hot,11,-1
2687,Submerge,Richard Durand,6SlqES8vuad5l5Tgd31g57,0.846,0.884,6.0,-8.321,0.0,0.261,0.00107,0.841,0.202,0.0852,134.978,audio_features,6SlqES8vuad5l5Tgd31g57,spotify:track:6SlqES8vuad5l5Tgd31g57,https://api.spotify.com/v1/tracks/6SlqES8vuad5l5Tgd31g57,https://api.spotify.com/v1/audio-analysis/6SlqES8vuad5l5Tgd31g57,387400.0,4.0,not_hot,6,0
2689,Whiskey Devil,Gideon Smith & The Dixie Damned,1sCi9ZTzdfF7dbtertWCE9,0.303,0.926,9.0,-3.836,1.0,0.0598,0.00208,0.0247,0.128,0.218,131.717,audio_features,1sCi9ZTzdfF7dbtertWCE9,spotify:track:1sCi9ZTzdfF7dbtertWCE9,https://api.spotify.com/v1/tracks/1sCi9ZTzdfF7dbtertWCE9,https://api.spotify.com/v1/audio-analysis/1sCi9ZTzdfF7dbtertWCE9,204067.0,4.0,not_hot,13,0
2691,Metal Disco,Hong Kong Counterfeit,4m8lelStZEmkamH4r9vaUo,0.592,0.815,10.0,-7.457,0.0,0.0384,0.00296,0.94,0.101,0.842,128.294,audio_features,4m8lelStZEmkamH4r9vaUo,spotify:track:4m8lelStZEmkamH4r9vaUo,https://api.spotify.com/v1/tracks/4m8lelStZEmkamH4r9vaUo,https://api.spotify.com/v1/audio-analysis/4m8lelStZEmkamH4r9vaUo,401080.0,4.0,not_hot,6,0
2692,You See_ My Friends_ A Path Into The City (Recitative: Cyrus) - Handel: Belshazzar (Act II),George Frideric Handel,0UUd999gGinpNlGz5bPY68,0.646,0.0616,11.0,-20.567,1.0,0.0465,0.981,0.0,0.243,0.364,109.626,audio_features,0UUd999gGinpNlGz5bPY68,spotify:track:0UUd999gGinpNlGz5bPY68,https://api.spotify.com/v1/tracks/0UUd999gGinpNlGz5bPY68,https://api.spotify.com/v1/audio-analysis/0UUd999gGinpNlGz5bPY68,49772.0,3.0,not_hot,7,-1
2693,Sweet Sorrow,Melanie Doane,28RDt1qmGSYnP8nYml3Ioz,0.586,0.591,6.0,-9.153,1.0,0.0237,0.00401,0.00263,0.123,0.578,98.855,audio_features,28RDt1qmGSYnP8nYml3Ioz,spotify:track:28RDt1qmGSYnP8nYml3Ioz,https://api.spotify.com/v1/tracks/28RDt1qmGSYnP8nYml3Ioz,https://api.spotify.com/v1/audio-analysis/28RDt1qmGSYnP8nYml3Ioz,243973.0,4.0,not_hot,3,0
2694,Kick 98,Ozric Tentacles,1i1xgkaFivw4y79A9l1kkg,0.494,0.966,7.0,-3.343,1.0,0.131,0.000104,0.857,0.318,0.634,136.577,audio_features,1i1xgkaFivw4y79A9l1kkg,spotify:track:1i1xgkaFivw4y79A9l1kkg,https://api.spotify.com/v1/tracks/1i1xgkaFivw4y79A9l1kkg,https://api.spotify.com/v1/audio-analysis/1i1xgkaFivw4y79A9l1kkg,363400.0,4.0,not_hot,12,0
2696,The Band Played Waltzing Matilda,Ronnie Drew,2SlyI2CH9luzx4dIGXrKHg,0.488,0.255,7.0,-12.035,1.0,0.0354,0.771,2.06e-06,0.121,0.463,127.493,audio_features,2SlyI2CH9luzx4dIGXrKHg,spotify:track:2SlyI2CH9luzx4dIGXrKHg,https://api.spotify.com/v1/tracks/2SlyI2CH9luzx4dIGXrKHg,https://api.spotify.com/v1/audio-analysis/2SlyI2CH9luzx4dIGXrKHg,377573.0,3.0,not_hot,0,0
2697,Forward to Forget,Parenthetical Girls,6hfn7p37nGy2QFi2v7SBdV,0.32,0.375,9.0,-11.601,0.0,0.0309,0.704,1.06e-05,0.104,0.437,85.791,audio_features,6hfn7p37nGy2QFi2v7SBdV,spotify:track:6hfn7p37nGy2QFi2v7SBdV,https://api.spotify.com/v1/tracks/6hfn7p37nGy2QFi2v7SBdV,https://api.spotify.com/v1/audio-analysis/6hfn7p37nGy2QFi2v7SBdV,165640.0,4.0,not_hot,7,0
2698,König von Deutschland,Rio Reiser,4nBcPfuaY1Y0NsU3SJZO4C,0.463,0.927,9.0,-7.075,1.0,0.0822,0.0287,0.0,0.274,0.71,168.156,audio_features,4nBcPfuaY1Y0NsU3SJZO4C,spotify:track:4nBcPfuaY1Y0NsU3SJZO4C,https://api.spotify.com/v1/tracks/4nBcPfuaY1Y0NsU3SJZO4C,https://api.spotify.com/v1/audio-analysis/4nBcPfuaY1Y0NsU3SJZO4C,207813.0,4.0,not_hot,13,1
2700,Lady Boy,The Church,7AcPNzWGMS42CSdUVLXDsl,0.48,0.801,7.0,-7.155,1.0,0.0314,0.0013,0.0298,0.152,0.422,121.276,audio_features,7AcPNzWGMS42CSdUVLXDsl,spotify:track:7AcPNzWGMS42CSdUVLXDsl,https://api.spotify.com/v1/tracks/7AcPNzWGMS42CSdUVLXDsl,https://api.spotify.com/v1/audio-analysis/7AcPNzWGMS42CSdUVLXDsl,354600.0,4.0,not_hot,1,0
2701,Roll Away The Stone/Sweet Jane,Mott The Hoople,117qxQfXJMBJafJzXhZUvm,0.296,0.829,0.0,-7.085,1.0,0.0835,0.231,5.37e-05,0.985,0.422,136.552,audio_features,117qxQfXJMBJafJzXhZUvm,spotify:track:117qxQfXJMBJafJzXhZUvm,https://api.spotify.com/v1/tracks/117qxQfXJMBJafJzXhZUvm,https://api.spotify.com/v1/audio-analysis/117qxQfXJMBJafJzXhZUvm,231667.0,4.0,not_hot,11,0
2704,The Hustle/I Only Have Eyes For You,Ray Conniff,0LxAgMXJFmjwJ7H1zkcslT,0.523,0.549,5.0,-11.506,1.0,0.0368,0.726,0.647,0.26,0.756,113.517,audio_features,0LxAgMXJFmjwJ7H1zkcslT,spotify:track:0LxAgMXJFmjwJ7H1zkcslT,https://api.spotify.com/v1/tracks/0LxAgMXJFmjwJ7H1zkcslT,https://api.spotify.com/v1/audio-analysis/0LxAgMXJFmjwJ7H1zkcslT,345333.0,4.0,not_hot,10,0
2705,Planxty Irwin,Planxty,4q8q0sdGaTss2RZsl3l7Lq,0.0994,0.297,7.0,-10.901,1.0,0.0323,0.741,0.00113,0.082,0.319,174.939,audio_features,4q8q0sdGaTss2RZsl3l7Lq,spotify:track:4q8q0sdGaTss2RZsl3l7Lq,https://api.spotify.com/v1/tracks/4q8q0sdGaTss2RZsl3l7Lq,https://api.spotify.com/v1/audio-analysis/4q8q0sdGaTss2RZsl3l7Lq,139053.0,3.0,not_hot,0,-1
2706,I Want You,The Cinematics,306G4EWwmXj4o0sYvIFRaV,0.478,0.539,4.0,-8.405,0.0,0.0329,0.000297,0.00119,0.317,0.497,123.107,audio_features,306G4EWwmXj4o0sYvIFRaV,spotify:track:306G4EWwmXj4o0sYvIFRaV,https://api.spotify.com/v1/tracks/306G4EWwmXj4o0sYvIFRaV,https://api.spotify.com/v1/audio-analysis/306G4EWwmXj4o0sYvIFRaV,189987.0,4.0,not_hot,1,0
2707,Blister,Modern English,2fWFX4etrbR6o4Bv7kVfgj,0.215,0.643,9.0,-9.864,0.0,0.0562,0.321,0.543,0.395,0.325,106.605,audio_features,2fWFX4etrbR6o4Bv7kVfgj,spotify:track:2fWFX4etrbR6o4Bv7kVfgj,https://api.spotify.com/v1/tracks/2fWFX4etrbR6o4Bv7kVfgj,https://api.spotify.com/v1/audio-analysis/2fWFX4etrbR6o4Bv7kVfgj,339244.0,1.0,not_hot,12,0
2708,Valencia,Rachid Taha,6BHACHtM5gp79asOr6fFPK,0.625,0.677,8.0,-10.579,1.0,0.0379,0.0625,0.0102,0.133,0.676,82.628,audio_features,6BHACHtM5gp79asOr6fFPK,spotify:track:6BHACHtM5gp79asOr6fFPK,https://api.spotify.com/v1/tracks/6BHACHtM5gp79asOr6fFPK,https://api.spotify.com/v1/audio-analysis/6BHACHtM5gp79asOr6fFPK,288627.0,4.0,not_hot,3,0
2709,Flight Of The Bumblebee (Remix),Perrey And Kingsley,5AEx7qOo2clmUFbmrvNVkl,0.585,0.998,2.0,-5.572,1.0,0.0462,2.76e-05,0.883,0.0528,0.974,149.484,audio_features,5AEx7qOo2clmUFbmrvNVkl,spotify:track:5AEx7qOo2clmUFbmrvNVkl,https://api.spotify.com/v1/tracks/5AEx7qOo2clmUFbmrvNVkl,https://api.spotify.com/v1/audio-analysis/5AEx7qOo2clmUFbmrvNVkl,240827.0,4.0,not_hot,6,0
2710,Jah Jah Bless Me,Jah Cure,3i0JmdCe4KFGb8YxE5Y0GP,0.645,0.547,8.0,-8.716,1.0,0.123,0.28,1.24e-05,0.152,0.548,81.245,audio_features,3i0JmdCe4KFGb8YxE5Y0GP,spotify:track:3i0JmdCe4KFGb8YxE5Y0GP,https://api.spotify.com/v1/tracks/3i0JmdCe4KFGb8YxE5Y0GP,https://api.spotify.com/v1/audio-analysis/3i0JmdCe4KFGb8YxE5Y0GP,226507.0,4.0,not_hot,3,0
2713,Binario 4,Alex Baroni,4SEYiYH3AMAGaadvT4qKdg,0.669,0.852,1.0,-5.784,0.0,0.043,0.228,0.0,0.0562,0.736,94.978,audio_features,4SEYiYH3AMAGaadvT4qKdg,spotify:track:4SEYiYH3AMAGaadvT4qKdg,https://api.spotify.com/v1/tracks/4SEYiYH3AMAGaadvT4qKdg,https://api.spotify.com/v1/audio-analysis/4SEYiYH3AMAGaadvT4qKdg,224200.0,4.0,not_hot,3,0
2714,Snart kommer floden,Björns vänner,37kjtDngE0PA2XYAeImOPX,0.452,0.827,9.0,-8.917,0.0,0.0402,0.0139,0.00415,0.653,0.761,148.249,audio_features,37kjtDngE0PA2XYAeImOPX,spotify:track:37kjtDngE0PA2XYAeImOPX,https://api.spotify.com/v1/tracks/37kjtDngE0PA2XYAeImOPX,https://api.spotify.com/v1/audio-analysis/37kjtDngE0PA2XYAeImOPX,269200.0,4.0,not_hot,11,0
2716,Day Tripper,Paul McCartney,3dPGGsbEW9hPS0Ghkplpy2,0.481,0.732,6.0,-8.706,0.0,0.0326,0.000381,3.52e-05,0.411,0.501,140.072,audio_features,3dPGGsbEW9hPS0Ghkplpy2,spotify:track:3dPGGsbEW9hPS0Ghkplpy2,https://api.spotify.com/v1/tracks/3dPGGsbEW9hPS0Ghkplpy2,https://api.spotify.com/v1/audio-analysis/3dPGGsbEW9hPS0Ghkplpy2,191947.0,4.0,not_hot,13,0
2717,Combat Lover,Nina Kinert,1UwXpMMow91S84xSIrhGtN,0.705,0.696,5.0,-7.637,0.0,0.0429,0.287,7.76e-06,0.334,0.35,115.843,audio_features,1UwXpMMow91S84xSIrhGtN,spotify:track:1UwXpMMow91S84xSIrhGtN,https://api.spotify.com/v1/tracks/1UwXpMMow91S84xSIrhGtN,https://api.spotify.com/v1/audio-analysis/1UwXpMMow91S84xSIrhGtN,270107.0,4.0,not_hot,1,0
2718,Music Breaks Where No Sun Shines,Most Valuable Players,7nec4uvwIIKJutj7o5kl9m,0.342,0.0895,0.0,-17.46,0.0,0.0373,0.374,0.793,0.148,0.28,76.94,audio_features,7nec4uvwIIKJutj7o5kl9m,spotify:track:7nec4uvwIIKJutj7o5kl9m,https://api.spotify.com/v1/tracks/7nec4uvwIIKJutj7o5kl9m,https://api.spotify.com/v1/audio-analysis/7nec4uvwIIKJutj7o5kl9m,80000.0,1.0,not_hot,4,-1
2719,Mandrake,Eric Dolphy,0FicMCw4eKv6fRcm3dUDCo,0.455,0.657,5.0,-9.253,0.0,0.0425,0.701,0.000308,0.287,0.576,67.932,audio_features,0FicMCw4eKv6fRcm3dUDCo,spotify:track:0FicMCw4eKv6fRcm3dUDCo,https://api.spotify.com/v1/tracks/0FicMCw4eKv6fRcm3dUDCo,https://api.spotify.com/v1/audio-analysis/0FicMCw4eKv6fRcm3dUDCo,286421.0,4.0,not_hot,7,-1
2720,Why Should I Cry For You?,Sting,2hgkEvNPTtjdyUWUybOnep,0.612,0.386,8.0,-15.677,1.0,0.0361,0.204,0.124,0.0623,0.545,80.999,audio_features,2hgkEvNPTtjdyUWUybOnep,spotify:track:2hgkEvNPTtjdyUWUybOnep,https://api.spotify.com/v1/tracks/2hgkEvNPTtjdyUWUybOnep,https://api.spotify.com/v1/audio-analysis/2hgkEvNPTtjdyUWUybOnep,285160.0,4.0,not_hot,7,0
2721,For The Intense,Roy Montgomery,3MqVJ2vMjKrlDgbu4MdIPs,0.275,0.547,9.0,-10.967,1.0,0.0329,0.00951,0.92,0.153,0.289,84.537,audio_features,3MqVJ2vMjKrlDgbu4MdIPs,spotify:track:3MqVJ2vMjKrlDgbu4MdIPs,https://api.spotify.com/v1/tracks/3MqVJ2vMjKrlDgbu4MdIPs,https://api.spotify.com/v1/audio-analysis/3MqVJ2vMjKrlDgbu4MdIPs,501213.0,4.0,not_hot,12,0
2722,Mas Es Amar (Sad Eyes),Enrique Iglesias,7FMPbI78Dm4KYV6K3iosSa,0.628,0.907,3.0,-3.776,1.0,0.0367,0.12,2.19e-05,0.324,0.565,114.989,audio_features,7FMPbI78Dm4KYV6K3iosSa,spotify:track:7FMPbI78Dm4KYV6K3iosSa,https://api.spotify.com/v1/tracks/7FMPbI78Dm4KYV6K3iosSa,https://api.spotify.com/v1/audio-analysis/7FMPbI78Dm4KYV6K3iosSa,254133.0,4.0,not_hot,5,0
2723,Groovin',Pato Banton,5tMKh97Ycl73zp8VvrTnx2,0.718,0.788,11.0,-7.587,1.0,0.0754,0.231,0.0,0.222,0.819,102.455,audio_features,5tMKh97Ycl73zp8VvrTnx2,spotify:track:5tMKh97Ycl73zp8VvrTnx2,https://api.spotify.com/v1/tracks/5tMKh97Ycl73zp8VvrTnx2,https://api.spotify.com/v1/audio-analysis/5tMKh97Ycl73zp8VvrTnx2,232800.0,4.0,not_hot,3,0
2724,Organ Grinder's Swing,Jack McDuff,3ztDJ8KuXR0YGGtuaefV83,0.65,0.371,7.0,-12.869,0.0,0.0379,0.712,0.0284,0.0863,0.578,105.783,audio_features,3ztDJ8KuXR0YGGtuaefV83,spotify:track:3ztDJ8KuXR0YGGtuaefV83,https://api.spotify.com/v1/tracks/3ztDJ8KuXR0YGGtuaefV83,https://api.spotify.com/v1/audio-analysis/3ztDJ8KuXR0YGGtuaefV83,178827.0,4.0,not_hot,2,0
2725,El tikita,Los Tigrillos,5sZtm4ps5iJKjVgjAr9uCp,0.824,0.823,5.0,-6.785,0.0,0.121,0.247,0.00726,0.356,0.967,147.634,audio_features,5sZtm4ps5iJKjVgjAr9uCp,spotify:track:5sZtm4ps5iJKjVgjAr9uCp,https://api.spotify.com/v1/tracks/5sZtm4ps5iJKjVgjAr9uCp,https://api.spotify.com/v1/audio-analysis/5sZtm4ps5iJKjVgjAr9uCp,186893.0,4.0,not_hot,5,0
2726,Before I Met You,Charley Pride,4Co8vyioQfMI9DmrT1nHQF,0.288,0.407,2.0,-11.419,1.0,0.031,0.8,6.67e-06,0.307,0.789,181.06,audio_features,4Co8vyioQfMI9DmrT1nHQF,spotify:track:4Co8vyioQfMI9DmrT1nHQF,https://api.spotify.com/v1/tracks/4Co8vyioQfMI9DmrT1nHQF,https://api.spotify.com/v1/audio-analysis/4Co8vyioQfMI9DmrT1nHQF,148800.0,4.0,not_hot,0,-1
2728,La Misère Des Voix Vulgaires,Les VRP,4Q3jwYh0OA0hu2yeT6SpTY,0.455,0.696,9.0,-9.004,0.0,0.271,0.29,0.0,0.172,0.48,124.188,audio_features,4Q3jwYh0OA0hu2yeT6SpTY,spotify:track:4Q3jwYh0OA0hu2yeT6SpTY,https://api.spotify.com/v1/tracks/4Q3jwYh0OA0hu2yeT6SpTY,https://api.spotify.com/v1/audio-analysis/4Q3jwYh0OA0hu2yeT6SpTY,156960.0,4.0,not_hot,8,0
2730,Baby Don't Go,Sonny & Cher,1DM97JJjBJShdMuWI0B5L9,0.54,0.492,0.0,-9.087,1.0,0.0286,0.473,0.0,0.046,0.552,121.832,audio_features,1DM97JJjBJShdMuWI0B5L9,spotify:track:1DM97JJjBJShdMuWI0B5L9,https://api.spotify.com/v1/tracks/1DM97JJjBJShdMuWI0B5L9,https://api.spotify.com/v1/audio-analysis/1DM97JJjBJShdMuWI0B5L9,194400.0,4.0,not_hot,2,0
2731,Last Five,Archive,5Vl594Um4akqCeX7SRQbnH,0.25,0.263,7.0,-23.867,1.0,0.0435,0.662,0.928,0.0631,0.295,67.567,audio_features,5Vl594Um4akqCeX7SRQbnH,spotify:track:5Vl594Um4akqCeX7SRQbnH,https://api.spotify.com/v1/tracks/5Vl594Um4akqCeX7SRQbnH,https://api.spotify.com/v1/audio-analysis/5Vl594Um4akqCeX7SRQbnH,139330.0,3.0,not_hot,4,-1
2732,Savoy,Jeff Beck With Terry Bozzio And Tony Hymas,45InF0xDbDDLCuolbGgWO0,0.431,0.878,4.0,-12.697,1.0,0.0402,0.000916,0.916,0.323,0.26,96.546,audio_features,45InF0xDbDDLCuolbGgWO0,spotify:track:45InF0xDbDDLCuolbGgWO0,https://api.spotify.com/v1/tracks/45InF0xDbDDLCuolbGgWO0,https://api.spotify.com/v1/audio-analysis/45InF0xDbDDLCuolbGgWO0,231827.0,4.0,not_hot,12,0
2735,Mimi,Maurice Chevalier,5Y4fPfP5NEp8Mkf9oMeBfo,0.591,0.356,2.0,-11.648,1.0,0.0904,0.992,0.272,0.218,0.877,134.199,audio_features,5Y4fPfP5NEp8Mkf9oMeBfo,spotify:track:5Y4fPfP5NEp8Mkf9oMeBfo,https://api.spotify.com/v1/tracks/5Y4fPfP5NEp8Mkf9oMeBfo,https://api.spotify.com/v1/audio-analysis/5Y4fPfP5NEp8Mkf9oMeBfo,144030.0,4.0,not_hot,2,0
2738,Going Down the Road Feeling Bad,Dillard Chandler,1hrQGh3bL1GLaMWufQpklq,0.754,0.0203,1.0,-20.102,1.0,0.179,0.961,0.0,0.266,0.414,105.497,audio_features,1hrQGh3bL1GLaMWufQpklq,spotify:track:1hrQGh3bL1GLaMWufQpklq,https://api.spotify.com/v1/tracks/1hrQGh3bL1GLaMWufQpklq,https://api.spotify.com/v1/audio-analysis/1hrQGh3bL1GLaMWufQpklq,74720.0,4.0,not_hot,7,-1
2739,Wanna Be Your Friend,The Inbreds,3gIhh95Uz93GABsjuNoVbl,0.534,0.76,9.0,-5.64,1.0,0.0267,0.339,0.00272,0.118,0.608,131.579,audio_features,3gIhh95Uz93GABsjuNoVbl,spotify:track:3gIhh95Uz93GABsjuNoVbl,https://api.spotify.com/v1/tracks/3gIhh95Uz93GABsjuNoVbl,https://api.spotify.com/v1/audio-analysis/3gIhh95Uz93GABsjuNoVbl,141400.0,4.0,not_hot,5,0
2740,Heaven Stood Still,Mink DeVille,2sS4jJluImSxNXfHk6TI9B,0.359,0.113,9.0,-19.622,0.0,0.0317,0.893,0.000762,0.211,0.241,131.956,audio_features,2sS4jJluImSxNXfHk6TI9B,spotify:track:2sS4jJluImSxNXfHk6TI9B,https://api.spotify.com/v1/tracks/2sS4jJluImSxNXfHk6TI9B,https://api.spotify.com/v1/audio-analysis/2sS4jJluImSxNXfHk6TI9B,174040.0,3.0,not_hot,0,-1
2742,Rush Rush,Sexton Blake,5feaS3ooEQ7EztDjsOQKse,0.677,0.955,4.0,-3.853,1.0,0.0362,0.511,0.694,0.113,0.25,112.302,audio_features,5feaS3ooEQ7EztDjsOQKse,spotify:track:5feaS3ooEQ7EztDjsOQKse,https://api.spotify.com/v1/tracks/5feaS3ooEQ7EztDjsOQKse,https://api.spotify.com/v1/audio-analysis/5feaS3ooEQ7EztDjsOQKse,228533.0,4.0,not_hot,6,0
